car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,registered_city,registered_state,is_hot,make,model,total_owners,broker_quote,original_price,car_rating,ad_created_on,booking_down_pymnt,reserved,warranty_avail
maruti wagon r 1.0,2014,petrol,31625,307999,mumbai,1228,hatchback,manual,vxi,mumbai west,maharashtra,True,maruti,wagon r 1.0,1,284900,308099.0,great,2021-02-05T12:02:10.693,46200,False,False
maruti swift dzire,2013,petrol,28898,416099,mumbai,1509,sedan,manual,vxi 1.2 bs iv,thane,maharashtra,True,maruti,swift dzire,1,421522,416199.0,great,2021-02-17T10:27:17.931,62415,False,False
maruti wagon r 1.0,2012,petrol,20712,268399,mumbai,1144,hatchback,manual,lxi,thane,maharashtra,True,maruti,wagon r 1.0,2,260926,268499.0,great,2021-02-14T11:53:39.925,40260,False,False
maruti wagon r 1.0,2016,petrol,24767,332999,mumbai,2544,hatchback,manual,vxi,mumbai,maharashtra,True,maruti,wagon r 1.0,1,312000,333099.0,great,2021-02-01T11:59:11.849,49950,False,False
maruti celerio,2014,petrol,18670,364899,mumbai,1520,hatchback,manual,vxi,mumbai east,maharashtra,True,maruti,celerio,1,358935,,great,2021-03-01T09:39:21.754,54735,False,False
maruti alto 800,2018,petrol,4343,366899,mumbai,938,hatchback,manual,vxi,mumbai west,maharashtra,True,maruti,alto 800,1,364684,,great,2021-03-03T06:50:45.264,55035,False,False
hyundai i20,2013,petrol,34741,403199,mumbai,1684,hatchback,manual,asta 1.2,navimumbai,maharashtra,True,hyundai,i20,1,373000,403299.0,great,2021-02-18T13:48:36.607,60480,False,False
honda brio,2012,petrol,43469,281499,mumbai,1687,hatchback,manual,1.2 s mt i vtec,mumbai,maharashtra,True,honda,brio,1,281122,281599.0,great,2021-01-29T09:07:37.096,42225,False,False
maruti wagon r 1.0,2012,petrol,44874,291099,mumbai,710,hatchback,manual,vxi,mumbai west,maharashtra,True,maruti,wagon r 1.0,1,292739,291199.0,great,2021-02-07T11:17:09.559,43665,False,False
hyundai grand i10,2016,petrol,13349,409399,mumbai,1869,hatchback,manual,sportz 1.2 kappa vtvt,badlapur,maharashtra,True,hyundai,grand i10,1,400000,453700.0,great,2021-01-04T06:54:11.636,61410,False,False
maruti wagon r 1.0,2015,petrol,21236,309899,mumbai,1266,hatchback,manual,lxi,mumbai west,maharashtra,True,maruti,wagon r 1.0,2,305883,309999.0,great,2021-02-22T09:56:43.657,46485,False,False
maruti swift dzire,2014,petrol,29887,447999,mumbai,2098,sedan,manual,vxi 1.2 bs iv,mumbai east,maharashtra,True,maruti,swift dzire,1,460797,462297.0,great,2021-02-16T10:34:37.175,67200,False,False
hyundai i10,2011,petrol,47607,241399,mumbai,1085,hatchback,manual,magna 1.2 kappa2,mumbai east,maharashtra,True,hyundai,i10,1,237393,247699.0,great,2021-02-27T18:18:43.543,36210,False,False
hyundai grand i10,2016,petrol,6049,425999,mumbai,1076,hatchback,manual,sports 1.2 vtvt,mumbai east,maharashtra,True,hyundai,grand i10,1,441792,426099.0,great,2021-02-11T13:02:25.139,63900,False,False
renault kwid,2017,petrol,21416,334099,mumbai,1177,hatchback,manual,1.0 rxt,virar,maharashtra,True,renault,kwid,1,324991,334199.0,great,2021-02-11T12:09:41.569,50115,False,False
honda amaze,2013,petrol,36720,373199,mumbai,236,sedan,manual,1.2 smt i vtec,mumbai,maharashtra,True,honda,amaze,2,315000,,great,2021-03-14T08:18:11.227,55980,False,False
hyundai grand i10,2016,petrol,14765,436399,mumbai,1038,hatchback,manual,sportz 1.2 kappa vtvt,mumbai,maharashtra,True,hyundai,grand i10,1,434537,436499.0,great,2021-02-16T05:32:25.952,65460,False,False
maruti celerio,2015,petrol,18492,377099,mumbai,1089,hatchback,automatic,vxi amt,kalyan,maharashtra,True,maruti,celerio,2,365169,,great,2021-03-15T20:28:30.197,56565,False,False
honda amaze,2014,petrol,35265,431799,mumbai,1324,sedan,manual,1.2 smt i vtec,mumbai west,maharashtra,True,honda,amaze,1,434636,431899.0,great,2021-02-08T05:46:37.908,64770,False,False
renault kwid,2016,petrol,23746,299399,mumbai,3164,hatchback,manual,rxt opt,pen,maharashtra,True,renault,kwid,1,296595,,great,2021-02-26T09:16:53.452,44910,False,False
renault kwid,2016,petrol,17540,304799,mumbai,2740,hatchback,manual,rxt,panvel,maharashtra,True,renault,kwid,1,298871,304899.0,great,2021-02-14T13:36:06.149,45720,False,False
hyundai verna,2013,petrol,33807,449699,mumbai,1422,sedan,manual,fluidic 1.6 ex vtvt,mumbai west,maharashtra,True,hyundai,verna,1,444823,,great,2021-02-28T08:18:16.117,67455,False,False
hyundai i10,2012,petrol,47414,292699,mumbai,1636,hatchback,automatic,sportz 1.2 at kappa2,thane,maharashtra,True,hyundai,i10,2,302059,292799.0,great,2021-02-18T08:08:27.849,43905,False,False
hyundai grand i10,2017,petrol,29254,480099,mumbai,1597,hatchback,manual,asta 1.2 vtvt,dombivali,maharashtra,True,hyundai,grand i10,1,477911,,great,2021-03-10T12:23:44.601,72015,False,False
hyundai elite i20,2015,petrol,21896,503599,mumbai,1273,hatchback,manual,sportz (o) 1.2,mumbai east,maharashtra,True,hyundai,elite i20,2,502086,,great,2021-03-03T05:50:49.063,75540,False,False
maruti swift dzire,2012,petrol,53688,383699,mumbai,938,sedan,manual,vxi 1.2 bs iv,panvel,maharashtra,True,maruti,swift dzire,1,373000,,great,2021-02-17T12:07:11.332,57555,False,False
hyundai i10,2010,petrol,35952,225599,mumbai,980,hatchback,manual,magna 1.2,mumbai west,maharashtra,True,hyundai,i10,1,206426,225699.0,good,2021-02-20T09:13:34.927,33840,False,False
maruti wagon r 1.0,2012,petrol,10815,261399,mumbai,1773,hatchback,manual,lxi,navi mumbai,maharashtra,True,maruti,wagon r 1.0,1,260000,261499.0,great,2021-02-26T08:07:10.517,39210,False,False
renault kwid,2016,petrol,18294,279599,mumbai,1671,hatchback,manual,rxt,vasai,maharashtra,True,renault,kwid,2,277886,,great,2021-02-19T15:56:11.454,41940,False,False
maruti baleno,2016,diesel,30452,536699,mumbai,3496,hatchback,manual,delta ddis 190,kalyan,maharashtra,True,maruti,baleno,2,543177,536799.0,great,2021-02-06T08:24:41.769,80505,False,False
maruti swift dzire,2012,petrol,45627,375799,mumbai,2043,sedan,manual,vxi 1.2 bs iv,mumbai west,maharashtra,True,maruti,swift dzire,1,383702,375899.0,great,2021-02-13T15:52:07.438,56370,False,False
maruti wagon r stingray,2013,petrol,41919,299999,mumbai,1506,hatchback,manual,vxi,thane,maharashtra,True,maruti,wagon r stingray,1,298928,300099.0,great,2021-02-24T08:04:44.462,45000,False,False
honda amaze,2013,petrol,33175,340599,mumbai,3625,sedan,manual,1.2 smt i vtec,mumbai,maharashtra,True,honda,amaze,1,346460,340699.0,great,2021-01-31T08:04:28.769,51090,False,False
honda jazz,2017,petrol,19363,658899,mumbai,1865,hatchback,automatic,1.2 v at,thane,maharashtra,True,honda,jazz,1,640000,658999.0,great,2020-10-31T15:00:03.819,98835,False,False
maruti wagon r,2010,petrol,49949,199899,mumbai,3557,hatchback,manual,vxi,pen,maharashtra,True,maruti,wagon r,1,201590,202899.0,great,2021-02-10T18:15:56.097,29985,False,False
maruti alto k10,2018,petrol,15019,368599,mumbai,867,hatchback,,vxi (o) amt,panvel,maharashtra,True,maruti,alto k10,1,364622,,great,2021-03-08T10:35:17.807,55290,False,False
maruti swift,2014,petrol,35965,410799,mumbai,862,hatchback,manual,vxi,mumbai,maharashtra,True,maruti,swift,1,378953,,great,2021-03-01T13:13:51.869,61620,False,False
hyundai grand i10,2015,petrol,9307,431799,mumbai,656,hatchback,manual,sports 1.2 vtvt,thane,maharashtra,True,hyundai,grand i10,1,390000,431999.0,great,2021-01-07T08:18:16.193,64770,False,False
maruti celerio,2014,petrol,37296,327599,mumbai,2264,hatchback,manual,zxi opt,mumbai,maharashtra,True,maruti,celerio,1,317000,327699.0,great,2021-01-14T11:02:29.622,49140,False,False
maruti wagon r 1.0,2015,petrol,35484,348399,mumbai,1078,hatchback,automatic,vxi amt,thane,maharashtra,True,maruti,wagon r 1.0,2,324000,371740.0,great,2020-12-12T16:00:01.357,52260,False,False
honda brio,2012,petrol,52789,274099,mumbai,1152,hatchback,manual,1.2 s mt i vtec,mumbai,maharashtra,True,honda,brio,1,275484,274199.0,great,2021-01-03T07:40:22.461,41115,False,False
hyundai i20,2010,petrol,28434,272799,mumbai,4054,hatchback,manual,magna o 1.2,pune,maharashtra,True,hyundai,i20,2,260694,276899.0,great,2021-03-29T06:46:23.133,40920,False,False
honda brio,2012,petrol,58375,295399,mumbai,388,hatchback,manual,1.2 s mt i vtec,mumbai,maharashtra,True,honda,brio,2,272233,,great,2021-03-15T12:04:52.475,44310,False,False
maruti eeco,2011,petrol,55911,226899,mumbai,747,suv,manual,5 str,thane,maharashtra,True,maruti,eeco,1,201000,236440.0,great,2021-01-05T08:13:56.448,34035,False,False
hyundai grand i10,2014,petrol,42967,379699,mumbai,410,hatchback,manual,sports 1.2 vtvt,kalyan,maharashtra,True,hyundai,grand i10,2,376065,388299.0,great,2021-02-26T09:37:51.459,56955,False,False
hyundai eon,2014,petrol,28385,227499,mumbai,1457,hatchback,manual,era plus,vasai,maharashtra,True,hyundai,eon,2,222261,227599.0,great,2021-02-16T09:32:53.221,34125,False,False
maruti wagon r 1.0,2011,petrol,38254,229699,mumbai,1408,hatchback,manual,lxi,panvel,maharashtra,True,maruti,wagon r 1.0,1,218442,255622.0,great,2021-01-10T15:25:26.98,34455,False,False
hyundai grand i10,2014,petrol,37891,379299,mumbai,684,hatchback,manual,asta 1.2 kappa vtvt,mumbai,maharashtra,True,hyundai,grand i10,2,367670,,great,2021-03-09T08:19:17.162,56895,False,False
maruti baleno,2016,petrol,20909,555799,mumbai,854,hatchback,manual,delta 1.2 k12,mumbai east,maharashtra,True,maruti,baleno,1,553613,,great,2021-03-10T11:58:04.94,83370,True,False
honda city,2012,petrol,46297,429699,mumbai,2772,sedan,manual,s mt petrol,mumbai west,maharashtra,True,honda,city,1,436076,429799.0,great,2021-02-11T12:10:48.875,64455,False,False
maruti swift,2010,petrol,33870,249999,mumbai,2931,hatchback,manual,vxi,nerul,maharashtra,True,maruti,swift,2,239591,,great,2021-02-14T17:54:57.997,37500,False,False
maruti swift,2014,petrol,37259,409199,mumbai,1067,hatchback,manual,vxi,dombivali,maharashtra,True,maruti,swift,1,392963,409299.0,great,2021-02-08T04:27:44.971,61380,False,False
hyundai grand i10,2015,petrol,46809,366299,mumbai,800,hatchback,manual,sports 1.2 vtvt,navi mumbai,maharashtra,True,hyundai,grand i10,2,370632,366399.0,great,2021-02-09T09:14:59.62,54945,False,False
renault kwid,2017,petrol,18832,335599,mumbai,964,hatchback,,rxt 1.0 easy-r  at,dombivali,maharashtra,True,renault,kwid,1,316181,,great,2021-03-12T08:47:08.739,50340,False,False
hyundai i10,2010,petrol,37228,227199,mumbai,1204,hatchback,manual,magna 1.2 kappa2,mumbai west,maharashtra,True,hyundai,i10,1,212176,,great,2021-02-09T13:40:52.246,34080,False,False
maruti celerio,2017,petrol,31307,384499,mumbai,1296,hatchback,manual,vxi (o),thane,maharashtra,True,maruti,celerio,1,378765,,great,2021-02-10T10:29:09.974,57675,False,False
renault kwid,2018,petrol,10715,340499,mumbai,1304,hatchback,manual,1.0 rxt opt,mumbai,maharashtra,True,renault,kwid,1,324150,,great,2021-03-09T16:13:18.878,51075,False,False
maruti swift dzire,2013,petrol,53681,408999,mumbai,1011,sedan,manual,vxi 1.2 bs iv,mumbai,maharashtra,True,maruti,swift dzire,1,396507,,great,2021-03-05T11:57:35.113,61350,False,False
renault kwid,2016,petrol,34956,293999,mumbai,948,hatchback,manual,rxt,kalyan,maharashtra,True,renault,kwid,1,290974,294099.0,great,2021-02-11T10:21:18.614,44100,False,False
volkswagen polo,2014,petrol,34600,538599,mumbai,2075,hatchback,automatic,gt tsi 1.2 petrol at,vashi,maharashtra,True,volkswagen,polo,1,541554,543054.0,great,2021-02-10T08:07:14.333,80790,False,False
maruti wagon r duo,2008,petrol & cng,57791,172699,mumbai,1034,hatchback,manual,lxi lpg,thane,maharashtra,True,maruti,wagon r duo,1,153232,,good,2021-03-21T15:37:50.924,25905,False,False
maruti alto k10,2019,petrol,6980,347199,mumbai,1135,hatchback,manual,vxi,mumbai east,maharashtra,True,maruti,alto k10,1,357460,347299.0,great,2020-12-04T10:30:01.243,52080,False,False
hyundai elite i20,2016,petrol,18935,514399,mumbai,1209,hatchback,manual,magna 1.2,thane,maharashtra,True,hyundai,elite i20,1,519065,520565.0,great,2021-03-20T07:21:06.558,77160,False,False
maruti swift,2012,petrol,50581,427199,mumbai,599,hatchback,manual,zxi,mumbai,maharashtra,True,maruti,swift,1,400115,,great,2021-03-09T11:10:52.063,64080,False,False
maruti wagon r 1.0,2011,petrol,78199,218599,mumbai,1299,hatchback,manual,vxi,mumbai,maharashtra,True,maruti,wagon r 1.0,1,218534,255724.0,great,2020-12-14T10:19:25.602,32790,False,False
maruti ignis,2018,petrol,8252,482699,mumbai,1742,hatchback,manual,zeta 1.2 k12,thane,maharashtra,True,maruti,ignis,1,479923,,great,2021-03-26T07:31:06.922,72405,False,False
maruti baleno,2016,petrol,38533,520799,mumbai,1660,hatchback,,delta 1.2 k12 at,kalyan,maharashtra,True,maruti,baleno,1,514826,585938.0,great,2020-11-21T13:30:00.852,78120,False,False
hyundai i10,2012,petrol,66016,252899,mumbai,1129,hatchback,manual,magna 1.1 irde2,mumbai west,maharashtra,True,hyundai,i10,1,247091,252999.0,great,2021-02-17T11:16:31.079,37935,False,False
maruti alto 800,2015,petrol,8322,294299,mumbai,386,hatchback,manual,vxi,ambernath,maharashtra,True,maruti,alto 800,1,257451,,good,2021-03-16T07:38:13.301,44145,False,False
maruti alto,2019,petrol & cng,20058,434399,mumbai,2012,hatchback,manual,lxi cng,thane,maharashtra,True,maruti,alto,1,457000,458500.0,great,2021-02-13T13:11:38.15,65160,False,False
maruti swift dzire,2015,petrol,45897,436499,mumbai,2368,sedan,manual,vxi 1.2 bs iv,thane,maharashtra,True,maruti,swift dzire,2,450439,444999.0,great,2021-02-27T09:47:42.199,65475,False,False
maruti dzire,2017,petrol,16362,640799,mumbai,1439,sedan,automatic,vxi amt,mumbai,maharashtra,True,maruti,dzire,1,659213,642499.0,great,2021-02-26T13:31:55.625,96120,False,False
hyundai i20,2009,petrol,22897,244299,mumbai,445,hatchback,manual,magna 1.2 vtvt,mumbai,maharashtra,True,hyundai,i20,1,219510,,good,2021-03-22T12:20:27.088,36645,False,False
hyundai elite i20,2017,petrol,8945,650499,mumbai,1006,hatchback,manual,asta 1.2,mumbai east,maharashtra,True,hyundai,elite i20,1,669613,650599.0,great,2021-02-18T08:21:02.583,97575,False,False
hyundai xcent,2016,petrol,41980,445999,mumbai,1280,sedan,manual,sx 1.2,mumbai,maharashtra,True,hyundai,xcent,1,442900,446099.0,great,2021-02-09T13:19:06.754,66900,False,False
maruti dzire,2017,petrol,13460,669699,mumbai,863,sedan,manual,zxi,mumbai west,maharashtra,True,maruti,dzire,1,676035,677535.0,great,2021-03-02T13:40:45.448,100455,False,False
maruti dzire,2017,diesel,29736,741199,mumbai,902,sedan,manual,vdi,badlapur,maharashtra,True,maruti,dzire,1,759828,761328.0,great,2021-03-19T06:25:18.176,111180,False,False
hyundai i20,2014,petrol,23576,424899,mumbai,1483,hatchback,manual,asta 1.2,mumbai,maharashtra,True,hyundai,i20,1,440213,427799.0,great,2020-12-28T13:40:35.005,63735,False,False
maruti baleno,2016,petrol,30609,532899,mumbai,951,hatchback,manual,zeta 1.2 k12,mumbai east,maharashtra,True,maruti,baleno,1,534494,535994.0,great,2021-02-26T07:55:38.184,79935,False,False
maruti alto,2009,petrol,32330,150999,mumbai,1240,hatchback,manual,xcite,mumbai east,maharashtra,True,maruti,alto,1,140140,168399.0,great,2021-02-11T18:47:34.004,22650,False,False
honda city,2012,petrol,83929,363699,mumbai,1574,sedan,manual,s mt petrol,mumbai west,maharashtra,True,honda,city,1,352674,363799.0,great,2021-01-16T15:53:09.093,54555,False,False
hyundai grand i10,2013,petrol,54173,324599,mumbai,982,hatchback,manual,magna 1.2 vtvt,pune,maharashtra,True,hyundai,grand i10,2,310000,,great,2021-03-07T09:14:05.854,48690,False,False
maruti celerio,2014,petrol,51026,347599,mumbai,1046,hatchback,automatic,vxi amt,mumbai east,maharashtra,True,maruti,celerio,1,340354,,great,2021-03-04T09:07:35.295,52140,False,False
maruti wagon r 1.0,2016,petrol,46132,360099,mumbai,1067,hatchback,automatic,vxi amt,mumbai,maharashtra,True,maruti,wagon r 1.0,1,368504,360199.0,great,2021-02-15T11:16:10.141,54015,False,False
hyundai verna,2013,petrol,71880,429499,mumbai,2607,sedan,automatic,fluidic 1.6 sx vtvt opt at,mumbai,maharashtra,True,hyundai,verna,2,434767,491590.0,great,2020-11-09T13:21:42.551,64425,False,False
hyundai i20 active,2016,petrol,41282,531999,mumbai,1294,hatchback,manual,1.2 s,mumbai,maharashtra,True,hyundai,i20 active,1,541160,532099.0,great,2021-02-19T11:15:01.054,79800,False,False
maruti swift,2013,petrol,53390,397799,mumbai,1147,hatchback,manual,vxi,thane,maharashtra,True,maruti,swift,1,369265,421525.0,great,2021-01-18T13:17:10.448,59670,False,False
ford ecosport,2017,petrol,16856,828799,mumbai,1831,suv,,1.5 titanium plus ti vct at,thane,maharashtra,True,ford,ecosport,1,880000,1036780.0,great,2020-09-25T14:30:01.263,124320,False,True
maruti swift,2015,petrol,67138,402399,mumbai,1311,hatchback,manual,vxi,panvel,maharashtra,True,maruti,swift,1,405752,407252.0,great,2021-02-26T09:00:25.16,60360,False,False
toyota glanza,2019,petrol,5135,742699,mumbai,2346,hatchback,,g cvt,mumbai west,maharashtra,True,toyota,glanza,1,770500,742899.0,great,2021-02-24T15:52:58.925,111405,False,False
maruti baleno,2018,petrol,13931,630599,mumbai,1046,hatchback,manual,alpha 1.2 k12,nalasopara,maharashtra,True,maruti,baleno,1,659300,743417.0,great,2020-12-17T05:24:41.794,94590,False,False
maruti swift,2011,petrol,34524,306499,mumbai,3145,hatchback,manual,lxi,mumbai,maharashtra,True,maruti,swift,1,285000,,fair,2020-10-05T13:00:00.952,45975,False,True
maruti swift dzire,2014,petrol,56556,415999,mumbai,1670,sedan,automatic,vxi amt,mumbai,maharashtra,True,maruti,swift dzire,1,408995,479608.0,great,2020-09-05T11:39:34.349,62400,False,True
hyundai elite i20,2014,petrol,49658,467699,mumbai,1164,hatchback,manual,asta 1.2,navi mumbai,maharashtra,True,hyundai,elite i20,1,421503,,great,2021-03-02T13:14:09.306,70155,False,False
maruti alto k10,2011,petrol,47057,209099,mumbai,560,hatchback,manual,vxi,navi mumbai,maharashtra,True,maruti,alto k10,1,178643,,good,2021-03-17T09:59:08.277,31365,False,False
maruti ciaz,2017,diesel,33319,701999,mumbai,602,sedan,manual,zeta 1.3 ddis shvs,mumbai,maharashtra,True,maruti,ciaz,1,727896,729396.0,great,2021-03-23T09:41:17.377,105300,False,False
honda amaze,2019,petrol,8277,689099,mumbai,3146,sedan,manual,1.2 vxmt i vtec,pune,maharashtra,True,honda,amaze,1,707268,708768.0,great,2021-03-05T10:14:48.539,103365,False,False
renault kwid,2016,petrol,41634,283799,mumbai,1847,hatchback,manual,rxt opt,mumbai east,maharashtra,True,renault,kwid,1,286106,283899.0,great,2021-02-20T11:16:19.1,42570,False,False
maruti baleno,2018,petrol,6327,748699,mumbai,1130,hatchback,automatic,zeta 1.2 k12 amt,mumbai,maharashtra,True,maruti,baleno,1,772421,773921.0,great,2021-03-13T12:02:48.027,112305,False,False
maruti alto 800,2014,petrol,63776,221899,mumbai,791,hatchback,manual,lxi,navi mumbai,maharashtra,True,maruti,alto 800,1,199399,221999.0,great,2021-02-25T13:49:54.944,33285,False,False
hyundai new santro,2019,petrol,7658,528199,mumbai,1229,,,1.1 sports amt,ambernath,maharashtra,True,hyundai,new santro,1,525500,,great,2021-03-03T13:50:34.107,79230,False,False
maruti wagon r 1.0,2014,petrol & cng,52984,300299,mumbai,2893,hatchback,manual,lxi cng,navimumbai,maharashtra,True,maruti,wagon r 1.0,3,291913,,great,2021-02-14T06:45:57.598,45045,False,False
hyundai grand i10,2016,diesel,54873,506399,mumbai,1013,hatchback,manual,asta 1.1 crdi,thane,maharashtra,True,hyundai,grand i10,1,490000,,great,2021-03-11T09:26:16.59,75960,False,False
hyundai xcent,2014,petrol,46776,402599,mumbai,441,sedan,manual,s 1.2,mumbai west,maharashtra,True,hyundai,xcent,1,369740,,great,2021-04-05T06:58:32.04,60390,False,False
maruti wagon r 1.0,2015,petrol & cng,65777,337399,mumbai,320,hatchback,manual,lxi cng,ambernath,maharashtra,True,maruti,wagon r 1.0,1,319510,,great,2021-03-06T07:11:58.349,50610,False,False
maruti swift,2014,petrol,58732,380099,mumbai,1231,hatchback,manual,vxi,panvel,maharashtra,True,maruti,swift,2,367332,380199.0,great,2021-02-16T09:20:50.717,57015,False,False
maruti alto k10,2015,petrol,50666,275099,mumbai,805,hatchback,,vxi amt,navi mumbai,maharashtra,True,maruti,alto k10,1,272702,282999.0,great,2021-02-27T08:52:55.224,41265,False,False
maruti wagon r 1.0,2014,petrol,56827,333799,mumbai,326,hatchback,manual,vxi,badlapur,maharashtra,True,maruti,wagon r 1.0,1,313058,,great,2021-03-22T07:34:12.594,50070,False,False
maruti wagon r 1.0,2010,petrol,63741,209599,mumbai,935,hatchback,manual,lxi,navi mumbai,maharashtra,True,maruti,wagon r 1.0,3,187605,,great,2021-03-17T07:31:48.726,31440,False,False
ford figo aspire,2018,petrol,8051,604099,mumbai,1889,sedan,,1.2 trend+ petrol,kalyan,maharashtra,True,ford,figo aspire,1,565000,,great,2021-03-23T06:55:29.903,90615,False,False
maruti ertiga,2018,petrol,3349,761699,mumbai,5131,suv,manual,vxi abs,thane,maharashtra,True,maruti,ertiga,1,772060,765999.0,great,2021-03-28T20:45:41.544,114255,False,False
honda city,2017,petrol,14157,709299,mumbai,2437,sedan,manual,sv mt petrol,navi mumbai,maharashtra,True,honda,city,1,699000,,great,2021-03-22T13:52:49.868,106395,False,False
hyundai grand i10,2017,petrol,85389,461899,mumbai,1654,hatchback,,sportz (o) 1.2 at vtvt,kalyan,maharashtra,True,hyundai,grand i10,1,474726,461999.0,great,2020-12-29T19:06:17.154,69285,False,False
hyundai i10,2009,petrol,58018,194499,mumbai,1611,hatchback,manual,sportz 1.2,mumbai west,maharashtra,True,hyundai,i10,1,164849,,good,2021-03-18T07:43:11.179,29175,False,False
honda amaze,2013,petrol,73961,379499,mumbai,704,sedan,manual,1.2 smt i vtec,mumbai,maharashtra,True,honda,amaze,1,357596,,great,2021-03-01T12:32:18.768,56925,False,False
honda city,2011,petrol,78578,317599,mumbai,1393,sedan,manual,v mt petrol,mumbai west,maharashtra,True,honda,city,2,322476,317699.0,great,2021-02-26T08:01:07.283,47640,False,False
maruti baleno,2016,petrol,41876,696899,mumbai,498,hatchback,,zeta 1.2 k12 cvt,navi mumbai,maharashtra,True,maruti,baleno,1,685720,,great,2021-02-27T18:21:27.928,104535,False,False
maruti swift,2012,diesel,81626,398399,mumbai,589,hatchback,manual,vdi,mumbai west,maharashtra,True,maruti,swift,1,377682,,great,2021-03-09T08:25:01.189,59760,False,False
honda city,2012,petrol,68951,403499,mumbai,1479,sedan,automatic,v at,mumbai,maharashtra,True,honda,city,2,412970,403599.0,great,2021-02-10T09:35:57.412,60525,False,False
honda wr-v,2018,diesel,37639,863499,mumbai,1168,suv,manual,1.5 i-dtec vx mt,vasai,maharashtra,True,honda,wr-v,1,893837,895337.0,great,2021-03-25T12:46:39.526,129525,False,False
honda city,2009,petrol,67524,242999,mumbai,3007,sedan,manual,s mt petrol,mumbai,maharashtra,True,honda,city,2,235059,,great,2021-02-15T07:32:13.457,36450,False,False
maruti wagon r 1.0,2014,petrol & cng,56607,341499,mumbai,1149,hatchback,manual,lxi cng,mumbai west,maharashtra,True,maruti,wagon r 1.0,1,300000,,good,2020-09-27T10:00:00.425,51225,False,True
maruti alto 800,2012,petrol,68344,207199,mumbai,1013,hatchback,manual,lxi,mumbai east,maharashtra,True,maruti,alto 800,1,195000,227070.0,great,2021-01-19T15:46:41.499,31080,False,False
hyundai i20,2012,petrol,68981,305699,mumbai,1125,hatchback,manual,asta 1.2,kalyan,maharashtra,True,hyundai,i20,2,296982,305799.0,great,2021-02-09T06:36:24.056,45855,False,False
maruti swift dzire,2013,diesel,61542,439999,mumbai,1176,sedan,manual,vdi bs iv,mumbai west,maharashtra,True,maruti,swift dzire,1,447988,440099.0,great,2021-02-11T08:05:10.216,66000,False,False
maruti swift dzire,2012,diesel,70192,403999,mumbai,1701,sedan,manual,vdi bs iv,panvel,maharashtra,True,maruti,swift dzire,2,408528,404099.0,great,2021-01-23T10:50:26.002,60600,False,False
honda brio,2015,petrol,62946,329299,mumbai,762,hatchback,manual,1.2 s mt i vtec,mumbai east,maharashtra,True,honda,brio,1,318690,329399.0,great,2021-02-17T15:53:21.835,49395,False,False
maruti swift,2018,diesel,25839,715899,mumbai,3800,hatchback,automatic,zdi amt,mumbai,maharashtra,True,maruti,swift,1,699999,787770.0,great,2020-12-13T13:00:01.013,107385,False,False
hyundai elite i20,2017,petrol,35045,576499,mumbai,1097,hatchback,manual,asta 1.2,navi mumbai,maharashtra,True,hyundai,elite i20,1,575278,651826.0,great,2020-11-28T11:00:03.417,86475,False,False
maruti ertiga,2017,diesel,59847,724399,mumbai,1662,suv,manual,vdi shvs,mumbai,maharashtra,True,maruti,ertiga,1,750043,,great,2020-12-28T14:51:38.183,108660,False,False
maruti swift dzire,2013,diesel,59961,487699,mumbai,732,sedan,manual,vdi,panvel,maharashtra,True,maruti,swift dzire,1,431000,,great,2021-03-19T10:29:37.896,73155,False,False
maruti alto 800,2014,petrol & cng,65028,232899,mumbai,1890,hatchback,manual,lxi cng,navi mumbai,maharashtra,True,maruti,alto 800,2,218535,238799.0,great,2021-02-27T10:14:22.552,34935,True,False
toyota etios liva,2011,petrol,80291,263599,mumbai,1186,hatchback,manual,g,thane,maharashtra,True,toyota,etios liva,2,249112,,great,2021-03-26T17:11:34.917,39540,False,False
honda jazz,2010,petrol,69317,268599,mumbai,889,hatchback,manual,1.2 base i vtec,panvel,maharashtra,True,honda,jazz,2,241144,,great,2021-02-28T10:39:17.759,40290,False,False
honda brio,2012,petrol,87755,258799,mumbai,820,hatchback,manual,1.2 s mt i vtec,mumbai east,maharashtra,True,honda,brio,1,257876,258899.0,great,2020-12-05T15:00:04.185,38820,False,False
toyota etios,2011,petrol,90883,278999,mumbai,1720,sedan,manual,v,thane,maharashtra,True,toyota,etios,1,252737,,great,2021-03-16T08:14:16.689,41850,False,False
maruti ciaz,2014,diesel,63967,572999,mumbai,1148,sedan,manual,zdi,mumbai,maharashtra,True,maruti,ciaz,1,569086,,great,2021-03-01T13:32:45.38,85950,False,False
volkswagen vento,2015,petrol,73924,456599,mumbai,1328,sedan,,highline 1.2 tsi at,vasai,maharashtra,True,volkswagen,vento,2,470207,,great,2020-12-18T15:30:00.648,68490,False,False
maruti alto,2009,petrol,63454,145599,mumbai,1114,hatchback,manual,lxi,pen,maharashtra,True,maruti,alto,1,133161,,great,2021-02-01T10:13:50.284,21840,False,False
tata nexon,2019,petrol,9329,917899,mumbai,2407,suv,automatic,xza + 1.2 petrol a/t,mumbai west,maharashtra,True,tata,nexon ,1,941417,918099.0,great,2021-02-20T15:22:51.039,137685,False,False
honda city,2008,petrol,71388,264399,mumbai,4603,sedan,manual,s mt petrol,mumbai,maharashtra,True,honda,city,2,256379,264499.0,great,2021-02-09T13:10:29.529,39660,False,False
